"id","category","text"
1067,2,"14167 5169 33718 33597 34310 16833 28245 30931 14106 29915 14167 4861 32433 19946 8327 16833 10363 33597 33385 2056 6473 34834 33667 11809 28287 17929 14157 4451 10078 32967 31598 13576 17115 32193 4948 33597 1523 30584 14631 21263 28287 681 33667 3225 28287 18764 7258 22156 33047 83 30584 25373 19946 11123 18330 33718 1716 5384 9982 9828 23669 33597 3353 33481 18858 14167 83 1378 33597 1523 27089 16491 17815 32450 13457 22755 13280 26713 26606 7839 7880 3603 33718 7258 560 27926 3225 28287 3537 21525 7987 19490 33667 11065 3339 9282 7483 7258 14106 27825 31671 880 7559 16435 20078 21263 31602 870 29679 5384 7483 7258 4115 7919 9642 30931 32690 9231 3225 6466 32529 25903 8319 28291 23302 33667 681 12757 13211 7839 7444 27261 19946 33597 2119 30779 5384 11123 18330 33718 33597 28525 11274 7839 14106 7198 11123 7234 3225 19922 26446 4451 34784 7839 7077 33597 1523 17850 33597 10120 33047 31538 29480 880 7258 13649 16309 33718 27026 12903 681 33515 11065 10957 11230 17850 10881 15616 3225 26539 30584 29728 7839 13719 33597 33490 33047 26692 3557 12954 21263 249 3384 13542 5384 13457 22755 3225 17929 14157 30584 29728 7839 32433 8327 16833 5384 25388 33597 34310 16833 28245 30931 14106 29915 3225 18764 33597 638 5384 33385 2056 34062 32662 5364 22906 2070 5384 18334 18578 19800 24244 3225 14167 19584 13211 880 20625 17929 34310 16833 28245 33840 30584 5710 7839 13211 7559 16435 20078 14167 7258 26101 20392 33047 16347 8179 33047 33597 31563 25169 16055 11506 17151 12218 3225 35135 18858 6701 21263 20078 29992 7258 33553 6343 7889 33047 2722 34310 16833 21263 249 25559 7839 23763 7258 19572 4443 21263 33718 29119 5384 22615 16946 21263 4924 880 28246 32160 14106 29915 3225 3519 9042 21263 9234 35033 31647 20979 26606 18334 32160 10240 18829 33597 20149 28245 880 34310 16833 31061 9709 28852 3225 23612 3765 33263 7258 27666 21263 33597 12718 33047 4443 7050 34310 16833 31061 11328 27633 31061 33597 16745 29679 9604 3225 17929 10904 11808 14418 8844 15583 6252 7839 25388 33597 34310 16833 28245 7839 14106 12504 33718 10766 3225"
1068,3,"7678 30184 30584 3822 16926 15112 30181 33597 18305 3225 27136 30584 27396 7839 12289 17910 30584 6954 17225 35014 3948 2221 33718 21839 2 21263 34911 32160 4433 33597 9226 3225 34097 12845 3865 3897 23027 3819 16024 33718 4668 27633 681 29499 33597 13216 16976 33597 6240 12419 33384 3225 18764 33597 18665 1673 26606 9709 15522 15213 880 17225 3225 27621 20584 27598 21088 21263 7136 17225 7839 33715 11065 12601 10120 32075 34987 3225 17862 8639 33597 23403 681 5160 33597 26017 9284 7839 24694 14167 34443 7843 5160 3603 19946 7090 27812 15819 11065 9004 14012 7839 3948 16055 28 3225 16055 16902 1194 33597 26017 21263 17225 4300 25849 33047 11065 14012 33718 30182 3441 3225 19772 25488 681 28940 83 681 30584 21839 880 6415 33718 12017 33047 16055 20192 3225 16055 14253 22288 249 33597 25618 33047 34552 22789 4451 16164 33597 31047 33047 7779 32731 3225 16162 10044 25618 30584 7258 23954 21263 17209 21263 21425 7381 3225 184 8005 20922 249 30182 3441 33597 2379 1711 9779 33047 7258 25618 33047 29972 12487 3225 17225 14167 11123 15765 33718 29661 26539 23729 17850 33597 16672 9935 21365 24363 249 6219 9263 14167 18627 681 3632 7839 14997 3603 7839 3225 26539 8341 11123 10559 21263 9872 9709 880 11634 681 9282 26606 12757 3225 17929 16476 14678 33047 9898 681 33734 272 7839 8096 33597 32176 2826 12903 8005 10139 17910 33047 21286 3225 12007 17115 21263 16055 17480 16055 30584 33597 16309 10319 33718 29661 880 3923 3225 5692 25135 33718 33597 13688 33047 34644 9042 21263 5384 11001 4451 31065 25488 32450 17759 30584 30312 3225 30743 27621 30533 10039 30584 20502 7839 29661 3225 16055 17929 3865 23570 16055 14167 13672 17225 14167 30584 21658 6415 880 16183 1167 3181 33718 7258 10276 14684 880 33597 1792 18305 33047 33597 9124 3225 6415 14167 2109 33597 12154 3705 32674 26606 28043 26015 23914 8145 249 19000 14167 26923 7839 26606 9260 19833 30566 33597 17981 880 17225 3225 35148 30584 33949 5660 27633 14167 18108 3353 34226 14167 17225 272 9709 26013 11123 32979 5872 598 33718 29661 21263 15561 33597 15765 35068 30584 9709 1329 3225 18764 83 912 25488 3191 3642 19800 12695 3225 17929 16082 11905 17888 33718 7779 6232 25618 30584 11515 14272 6415 3225 35148 30584 33597 16082 18708 31796 24363 33718 29661 3225 28620 22651 3063 33047 15018 33312 19000 21263 19193 83 12429 681 33734 16250 32480 33597 6415 23142 8098 13388 33047 15497 33597 3166 19946 8844 15583 3225 15908 3760 33273 33736 3948 18714 33312 33597 13347 14167 32979 30847 21263 12903 33597 12559 33047 22408 25816 16401 7258 33454 11903 7839 14012 33718 16162 5872 5025 3225 6415 23142 26606 25953 33597 4822 21178 2109 10657 33597 13347 29884 7839 33505 33597 26005 3225 17225 21263 9042 21263 33273 1469 20192 34544 3225 26539 33273 33736 11042 31233 7839 33597 22732 15581 21263 8105 15379 12547 15574 3225 6415 26606 9709 5851 3225 6414 21263 681 4451 26606 7258 11901 31689 880 7258 17537 27922 3225 11620 25137 32468 35068 16476 27465 1044 17850 33597 32937 33047 14692 3225 24389 9042 681 4451 26606 7839 8880 26713 249 33597 10189 34552 22789 7221 35068 21263 11123 26285 7001 33047 11065 14317 3225 10431 4451 3948 9829 33718 19136 1940 19946 23010 10197 249 9284 33047 9921 25765 7839 21475 7090 16347 33597 27926 2826 7839 6680 3225 11463 19670 11001 33047 33597 3819 8105 28707 26005 21263 17225 31061 33597 15611 33047 346 17578 7839 31614 14167 7839 6429 28385 5384 7880 8341 21263 7839 6174 12903 681 272 29728 7839 25068 21263 7839 8274 5384 14822 33597 24313 12207 3225 18764 11065 21767 33047 11037 30584 33597 10044 31614 33047 16347 3225 32112 32583 18858 6701 12835 34644 8341 27621 30533 33718 11065 14389 6680 5384 16148 880 29661 3225"
1069,3,"17929 28232 14167 8599 23951 33597 13868 3353 2495 27633 7258 27666 33047 32471 4817 7839 33597 868 30534 23914 33597 15697 32201 3847 3225 5176 30584 33597 7559 33405 7839 3948 9052 16569 7258 3311 23528 35220 2109 11123 17318 33047 23528 25497 3225 28743 31061 33667 83 7258 1900 30584 757 16722 34371 9548 1673 33047 11123 10477 3225 25504 272 34592 1194 33597 17788 3509 32789 6865 19946 8774 24474 33718 32471 31623 5384 24764 26424 27633 19833 27633 21032 33718 33597 15697 22138 3225 33263 19833 27633 346 23027 249 33597 13868 21263 25504 272 2891 33047 32471 10621 912 5384 17788 1756 17238 29540 3225 17929 57 6830 15697 412 30584 17850 33597 10120 33047 33597 3847 18627 31061 33855 33597 15180 3225 17929 3705 31061 15522 27649 33047 34314 32558 5208 23528 7839 17642 28173 3225 25504 25911 33312 23528 13868 22148 2670 25504 31061 16667 11123 10477 33312 32471 6741 32201 13868 249 33597 31874 28707 27242 33047 2962 880 11515 27421 28743 33026 3225"
1070,4,"26399 23669 14744 6642 5878 19288 7258 35158 6642 23504 33273 3948 7258 5522 58 21263 4603 7839 23504 28025 11678 15566 3225 5476 7839 18554 15829 33047 16347 58 11686 7600 4250 1465 16082 10926 9282 9709 16973 6407 21263 7258 1914 1194 33597 11678 28464 3225 15718 8880 10168 11716 13623 15829 33047 9792 19384 2650 29992 10078 7619 83 13811 1465 272 7516 3225 17929 24694 19597 10926 7839 26713 7258 2144 882 33047 2813 11686 27633 6261 34855 30526 18334 16506 3225 34749 1465 32425 31126 33718 11686 29004 13811 24815 29553 21263 23975 1465 83 2925 9282 3948 25765 7839 12605 5384 32480 26028 880 30245 12911 21263 33667 8490 29458 21263 4854 19715 33047 15566 18627 20320 33597 15250 3225 28287 17929 22109 33597 8185 31061 1854 33718 10919 27633 111 3706 7839 1465 26606 33736 27246 28025 5384 22388 33132 31375 21263 28287 681 33667 3225 17929 5248 30584 33949 11027 249 11686 24682 22522 35158 6642 17070 33047 33597 27926 8005 31221 10247 33311 13547 33053 1907 3225 33263 11686 7444 20823 3168 21263 16042 19946 5384 12295 1194 27491 35114 17454 33597 4250 1465 4775 18022 27926 23914 11686 3225 113 22388 23669 33597 33053 5384 7886 28175 33273 10242 83 1465 83 35014 3948 28235 19170 26791 6080 3225 35158 21263 6711 21263 3090 3445 11123 14472 23431 880 14744 19407 83 16094 33597 5248 3225 28287 17929 28684 7571 18964 11769 30584 7258 23431 83 13040 33273 25497 7839 22854 1716 2109 10247 8853 83 28918 9709 3948 6676 25800 12903 13040 9479 33597 23504 33718 34213 35158 8910 19381 21263 28287 28940 33597 20126 19946 485 2741 3225 35158 14363 83 33597 23431 30584 10319 3792 27261 34767 34591 6642 23504 3225 4861 23431 880 5820 25791 20526 6642 30584 9709 15770 3225 15566 10023 10926 3168 33597 912 5384 23060 83 21263 19946 9234 21263 14975 15829 33047 11686 7600 24471 4250 1465 9872 33718 11001 10926 3603 7839 33387 21174 33718 7839 33597 2027 35138 14450 3225 4967 21263 33667 4891 29458 21263 7779 4250 1465 272 35097 17070 8005 16840 24737 5384 10788 27633 27491 31421 8098 24682 3225 21812 21263 33597 27926 83 14744 28196 32690 83 31106 1124 33273 3948 7087 5384 325 1194 9792 25765 7839 12605 32193 7258 23504 31061 27958 3225 23960 10926 26606 34591 21632 33047 33597 18901 33047 7779 24182 34721 13547 33597 1907 83 7258 23504 31061 1974 31688 2109 83 8005 33273 3948 325 3225 17929 8791 33047 7779 10247 1465 20685 22136 17229 880 19384 32450 21263 880 34574 21263 9792 34344 880 1207 23060 17910 13547 33597 1907 7839 29553 33047 7258 20927 346 2350 3225 17929 15250 28464 83 7258 29789 34721 20685 3948 11125 27633 21263 19946 9234 21263 16476 7587 15829 33047 14519 16055 1907 7839 7258 23504 8880 8005 7839 33597 26791 28713 3225 35036 249 11686 20685 10242 24637 880 10926 27633 23110 1413 665 3603 17365 5384 34855 31524 29770 7839 34255 21263 33667 4891 29458 3225"
1071,3,"4671 33132 11185 22308 6898 29884 4576 4671 31061 22485 24313 24749 11185 681 26245 26606 7839 20987 14939 7839 8696 11065 13300 14842 31282 21640 3225 11185 30584 2886 7839 16285 12704 33718 33597 32840 12544 21263 9872 31061 2522 11065 17888 7839 10592 6946 17850 32957 3225 4671 33667 11809 28287 35148 4451 3948 34511 880 34591 33047 6345 26005 32450 681 30584 9709 7258 29479 17850 11065 24363 3225 28287 26238 24749 30584 9709 30750 12718 332 9077 21263 83 30584 7258 5248 880 27252 3225 26539 7897 3948 2784 19869 3225 28287 11185 30584 17390 7839 8696 11065 17888 33718 33597 6898 12544 12903 33597 10272 2470 33597 13300 14842 33718 2781 3225 4671 13945 11809 28287 26238 681 30584 9709 2784 19869 681 16527 3948 15440 12718 332 9077 21263 2109 26013 12718 29977 9077 3225 28287 17929 26480 880 24749 30584 83 681 30584 13718 33597 12718 29977 9077 17850 14939 3225 17836 20685 3948 18589 32450 8005 7027 33597 2379 32502 9349 6022 3225 28287"
1072,5,"14167 15487 29995 24083 26424 14167 9265 8179 18858 19946 23660 17929 21446 13216 3276 30931 14692 3945 21263 12903 5028 4138 23060 2590 26766 28759 33718 32471 26033 26276 3225 5028 28759 33667 33597 22922 28287 11306 33597 33088 17850 33597 8341 25918 33047 17344 5364 28287 33718 11123 28287 5798 21263 25931 5384 20451 28287 33505 3225 5028 4138 272 18656 30929 249 33597 18334 2971 32464 33047 21446 249 7258 23475 18088 21263 9872 83 272 24555 7839 21446 3225 22653 2351 29697 33667 1601 7897 11809 24257 3301 4138 31061 15522 27883 17595 880 21446 5384 24083 15705 21263 9872 7897 25145 8179 18858 23660 3225 19552 17595 880 22922 3301 4138"
1073,3,"26951 14466 20424 33505 16615 29284 12871 26496 26951 31061 15522 17420 10057 880 17459 19946 23445 21263 32175 14431 11123 23245 21446 3353 136 3225 26951 21263 29089 21263 30584 9709 21748 7839 3948 27633 7535 11721 27633 3822 23902 26606 30130 27812 346 28287 33597 27109 33047 11123 5079 21446 28287 33718 13740 3225 26539 272 19946 7258 31706 17910 249 11065 34651 5384 29977 14836 17968 21531 21187 8728 23669 27569 12610 3225 28287 26539 272 33740 9872 9709 19048 12129 21263 28287 33667 29284 8319 5999 8776 3225 26539 13945 11809 28287 26539 33734 30754 7839 33597 31759 9872 4451 9709 3948 17676 31609 3225 28287 26539 31061 16405 7839 1749 6473 5409 13547 24195 5951 3225 28287 26951 272 34592 880 33597 8728 17850 27569 12610 27812 11065 30973 10805 33312 29039 5384 681 4451 3948 15770 33468 880 33597 9215 15151 17850 33104 19946 13567 21086 3225"
1074,1,"3791 2495 21263 33597 32840 778 21453 7258 19658 23198 12761 880 33354 21263 29357 8005 17850 14106 13226 8134 3225 10298 13767 21263 34447 33047 22305 33718 3425 21263 31061 33736 33667 8005 30584 2221 33718 23415 880 33354 3225 13767 30584 2492 7839 17906 2876 249 33354 7779 34226 5384 8005 30584 17421 7839 3948 6308 7839 25388 14106 3832 8134 7839 26274 7258 29480 3225 13767 30269 12973 32028 30584 1546 7839 7343 11065 33354 1168 31364 8361 19946 12776 3225 30677 22930 30269 17106 33570 30584 2531 5028 8361 19946 24059 21263 33718 33597 13649 2531 10605 33597 29977 29329 3602 33597 29480 9854 33718 23810 3225 18764 8005 26339 7839 8484 33597 17644 16348 880 2876 7839 22566 17910 34245 7258 28287 4660 13905 28287 9282 3948 33718 33597 10134 33047 31208 29146 5384 12911 3225 13126 33597 34639 21263 13767 21263 18627 20468 33597 34705 21263 17450 5384 24320 24671 29329 21263 33736 31078 2876 249 33597 33354 3225 13126 7258 1988 19946 24059 21263 13767 33667 34591 12761 272 26101 7839 3948 28014 33718 6918 21263 9872 13945 83 11809 28287 10431 33273 3948 10078 32721 17850 7779 34402 83 34591 12761 4451 3948 34448 3225 28287 4861 20927 249 3200 20995 9282 12468 33597 10044 24671 26664 23354 33718 3661 5384 33597 1873 10044 33718 33597 912 27812 33597 32742 9833 8779 12480 3225 30677 22930 33080 7839 16055 24985 16055 33354 26706 33047 30677 22930 5384 33597 3425 8779 12480 24188 7839 7343 5250 13469 83 7258 32396 29480 880 33597 33354 4451 3948 34234 7839 14106 14704 8134 27421 1167 27186 8134 33026 3225 13316 7839 33597 24241 21263 33718 18022 26546 2531 30677 22930 4451 6598 7258 14276 16952 7839 24985 33597 3425 778 3225 17929 17870 33667 33597 32840 11155 4451 12761 7839 17604 7258 18927 6918 5384 24669 26664 17910 33047 3425 5384 7497 5028 8361 9604 33597 339 3225 13716 23902 7779 34226 33667 33597 30677 22930 28918 26013 26249 4924 18022 17827 20808 387 14167 33597 11648 23349 83 33866 23275 1400 3225 35070 11801 33047 20808 272 22183 27633 33597 31563 20194 30332 7839 7258 6584 22590 3225 33354 29146 26660 7258 30677 22930 32396 9282 31452 19000 7839 25497 20808 21263 5081 8005 34511 880 19000 7839 19150 880 8026 14578 19529 3225"
1075,5,"3087 17139 34448 1167 34613 3464 27421 14106 26925 3464 33026 33718 34273 10079 30931 12776 7839 30826 21263 4603 7839 9645 7975 21263 20688 18022 1824 7839 1167 29058 3464 27421 14106 34385 3464 33026 3225 24874 32832 249 33597 23563 21263 26697 19428 17248 5384 14882 30450 27214 21263 272 33718 1873 17888 3225 17929 16463 14628 26015 33718 13649 17888 18829 15985 29658 6055 8521 34448 18022 8824 17850 12718 3459 3225 16285 7159 268 32109 34481 21263 26697 9190 28035 21263 18212 3353 15582 18112 1153 28905 249 7258 3685 7839 7825 17888 5384 10728 33047 1167 24051 3464 27421 14106 20180 3464 33026 3225 30999 26606 26472 33597 10772 32109 21263 18627 15106 22010 1167 6539 27421 14106 4344 33026 7839 8880 3225 3087 17139 21263 18627 34109 31424 21390 9595 10403 15388 7258 10247 1795 21263 31061 15522 34448 1194 23592 11340 3225 35148 30584 31424 24617 25964 249 25806 9296 21263 32674 30584 22880 33638 880 11065 26844 5837 12651 3225 15875 25256 13649 34226 17850 17788 3819 25686 15875 4275 3087 17139 31061 2268 33597 17788 5384 31725 2346 20550 880 33597 13649 34226 33718 7258 10384 3225"
1076,1,"17929 4491 1826 9491 27421 11400 33026 33667 17029 33597 13168 7919 249 7258 28287 26555 7919 28287 9282 13211 17813 18673 5384 6706 3225 17929 10610 9282 12605 18994 346 5800 19946 29320 33047 1225 33718 33597 35033 34911 32160 3087 16903 27421 11359 33026 14447 3225 34959 20685 31602 8135 1194 20458 27261 249 29607 17783 33311 3225 17763 7839 23641 35033 13168 7919 17929 11400 13945 83 14590 33597 13168 24895 272 34154 33597 27375 35014 23116 17850 21050 7839 23641 9004 5384 32198 18994 3225 17929 25583 33707 6252 8098 34448 33718 16560 7839 33597 22766 6000 33047 33597 4491 8053 19383 24694 23914 35033 5543 33868 3225 13316 7839 33597 4491 8053 24694 4393 19572 4655 27261 24188 9709 4302 29986 880 8844 5543 3225 33263 7258 27666 21263 16061 6645 20685 13383 880 33597 9349 19966 33047 35033 20625 3225 17929 24694 13945 83 7258 11212 33047 22906 2070 21263 22906 33868 5384 25541 2109 7258 22906 9234 5543 34636 272 15402 7839 18154 33597 35033 7919 20206 3225 17929 35033 7919 24895 31061 15522 18073 24206 5384 31375 20953 1194 7258 17469 5543 19095 3225"
1077,1,"21308 25084 31061 34448 7258 11678 10408 880 16958 33047 33597 20256 21263 17850 1167 983 27072 21263 249 33597 570 7839 2390 13567 18334 3225 35165 10044 27097 12354 20178 24413 27645 3876 27633 332 33047 33597 7559 15207 7839 10408 33597 24887 7509 21263 18627 17224 28940 30584 33191 3225 16419 7779 34226 35040 33597 7559 1920 33047 18022 7509 24413 14167 33597 21328 3225 30216 30377 4854 27563 30584 7839 35206 12341 33047 18022 11026 21328 7839 12679 30019 22515 3661 21263 18627 31061 33597 570 7839 2390 29977 18334 33718 7258 20927 83 20685 3948 32975 18334 32160 1167 18203 8134 3225 8858 33597 7509 5384 33597 21328 24188 346 3848 7839 3948 27633 2794 27633 22488 33718 33597 6696 14167 7839 6367 14167 25551 31171 21263 5384 27072 4451 3948 15770 33718 15263 15843 5384 11901 1467 1124 3225 17224 30584 7839 29826 21308 25084 249 3603 7839 7948 33047 18022 11026 7509 4374 33718 7258 20927 83 20685 3948 32975 27633 33553 27633 1167 3100 27421 14106 11216 8134 33026 880 33597 17788 385 3225 21308 25084 33667 8005 29992 107 17850 15263 20256 3792 21021 33597 7509 21263 33736 26460 27633 33597 26157 3225 28287 4137 24360 33597 7509 27812 8158 1032 15263 8005 5384 16419 16055 20256 21263 28287 33667 7258 21308 25084 8319 3225 28287 17929 7509 25857 2144 880 24195 2424 15402 5384 8005 20685 3948 14701 12903 2424 3746 7839 7444 8005 3225 28287 17224 10083 7839 23818 7258 10587 23669 16419 33718 21308 21263 5384 20178 19384 24188 20688 30245 28217 33718 24385 33597 7509 3225 17929 7559 6512 4451 3948 14701 7839 21308 25084 33718 14692 21132 3225 17224 31061 33080 31926 7258 34859 33047 3563 6696 11678 135 880 33597 7509 1194 33597 32937 33047 7779 9124 21263 5384 31061 8050 880 3818 19670 29637 3225 16419 17627 7839 26606 7948 8050 33718 17888 880 33597 21328 1194 31368 14167 8339 3225 17224 20190 385 21308 10408"
1078,5,"27938 272 33597 7559 21767 7839 21286 33597 16459 18534 33718 28707 2095 21263 15756 4573 31809 16055 6055 8824 18627 272 7258 18589 5384 22335 24152 14167 9872 33597 29470 29992 7839 3948 25663 249 7258 30952 4239 880 32471 10276 18942 3225 18764 31812 6055 21747 7163 31061 34448 27938 11123 2162 29470 34911 32160 33597 24181 31736 21263 249 24152 17850 33597 4555 23192 3225 17929 1621 13593 33047 17681 5384 32122 33080 33718 26325 3425 34109 33597 26176 12493 28399 14167 26065 1194 27938 14167 26929 25849 33047 32471 24152 5384 13383 880 7258 3289 28707 14167 5384 20685 3948 33597 34987 18627 28656 33977 32471 33597 8975 31951 5899 3225 27938 1378 34253 5003 30640 272 33597 29770 33047 7258 16816 560 15209 880 27938 14167 1601 24736 15948 21263 249 33144 1601 29992 7258 6014 27633 33597 23372 10479 33597 6055 33718 3661 3225 17929 23372 25488 26606 9548 20520 22718 3225 4861 32971 33047 32247 874 20163 23353 19119 6101 997 33718 33597 31368 14167 32737 3225 5176 26065 35111 3885 16055 14823 12718 33718 27049 1296 17929 28707 17292 21263 5384 27633 7258 28287 16125 28287 9561 22765 32329 33718 7258 12469 18864 33047 33930 25001 5608 3225 29429 7258 16573 33718 9008 19962 17929 11772 21263 6101 5003 34987 13909 33718 22809 21263 2784 32444 10963 9802 3451 9546 33718 17929 28323 14167 7258 34987 83 9983 32471 11123 8248 2685 3225 20309 3822 10624 35161 21263 27938 33734 9709 8728 33597 25731 28789 29470 31951 5899 3225 21812 33597 7851 18942 6258 27938 7839 33022 28217 33718 7258 12718 33047 5872 17843 456 17260 21263 24378 249 3822 33047 4739 24744 26005 21263 14373 6707 13433 20907 5384 9747 34488 3225 18764 8005 272 32471 34987 14823 31717 15948 33718 23461 13105 24912 30640 18627 29992 33597 24744 6402 3225 27938 26065 17978 29954 21263 21929 34987 18627 9983 32471 2027 18589 32121 21263 9872 33597 6055 16476 18846 3603 29977 33047 7258 6066 4393 8248 32340 3225"
1079,2,"13126 8411 21263 12903 681 24798 10235 5384 33597 26380 7182 1194 22710 4891 33727 30612 21263 4891 17167 33667 11809 28287 32329 35014 31598 13040 83 26436 31061 5653 83 25488 30584 33597 16435 7839 10538 32879 5384 7839 32650 7258 3865 30269 9545 7839 17813 33597 34284 31397 3225 28287 26436 31061 35110 33597 9548 18858 83 5695 11869 8638 24188 25488 29728 7839 10927 33718 7258 22844 2944 3225 28287 19772 26436 30683 83 2424 26606 15044 33597 29515 19985 17850 18627 681 33273 17512 23669 33597 9864 3225 28287 33385 23156 23067 24784 34256 21263 32674 3074 33597 32140 12289 5384 18994 5552 21263 33667 83 12903 4891 17167 29992 35040 4891 33797 272 23364 681 16840 33597 28287 12082 10559 28287 33597 2438 30269 272 10557 7727 8005 29992 3602 31238 83 272 9709 33597 26669 21263 5384 681 26245 3948 20572 3865 17783 3083 3225 4891 33727 30612 272 17421 11075 17850 33597 16435 27633 11065 3992 33597 2023 880 33597 29860 33047 33597 32448 22538 32789 3225 13126 6443 33597 10235 32674 8880 3603 33597 32140 3192 5384 4491 3757 16795 7258 32123 18589 24694 23914 33597 28287 26186 28287 7292 18390 33597 30269 9545 28287 31061 25488 8341 28287 5384 13336 28287 33597 3865 20889 4451 26926 7258 34346 9854 7839 24195 30584 7258 26186 26375 28287 3225 2438 30269 32674 16055 20987 16055 18943 33718 882 17929 30856 33047 33597 28287 26186 28287 32448 22538 32789 11075 17421 7839 26606 8400 8179 1673 6701 30584 18943 17850 33597 339 33047 33597 16852 26375 3225 26220 12289 5384 18994 8319 6473 16841 33667 19765 3587 1194 2438 29860 9282 14432 6954 4891 33797 272 18943 33718 11065 882 8179 1673 27812 11065 30612 272 35040 3225 17929 2438 31061 15522 7388 1194 28223 3602 18022 8385 33718 987 7839 9478 5384 11134 6014 15782 15743 1194 14453 17817 3225"
1080,2,"10904 33379 13214 13387 14167 32674 3074 33597 29535 5552 18627 32834 33597 33296 33047 2558 21143 14167 33667 32450 33597 15432 8098 34642 21263 3142 272 28287 4237 13228 33312 33597 19257 33047 33597 3865 32061 28287 3225 28287 8858 33597 1465 3378 5384 33597 29535 5552 4451 26606 7839 8696 7779 24807 19800 16816 25559 17365 3225 28287 35172 33385 23156 14750 8758 33667 33597 6590 28890 11123 28287 28875 26657 33047 33597 19335 16910 33047 27375 28287 3225 28287 35148 30584 12082 83 33597 16745 19383 6340 880 16348 27375 31061 18714 7839 22792 30298 3225 28287 17892 27744 19222 21263 33597 31645 8319 880 33597 15511 8910 21263 33667 681 29992 21111 7258 18553 25657 33718 27150 30931 7258 32336 33047 20383 14313 3225 3142 27150 8783 14167 19594 17929 33296 33047 3192 5384 4491 26807 16183 16557 5878 3353 9124 14167 3603 1310 19946 9548 18858 6701 12903 33597 32061 272 20823 3225 17929 12718 33047 5878 26807 1194 33597 21161 33047 11604 5384 33597 30386 33047 9080 21263 12618 5384 15050 21143 5384 21191 5384 14468 31061 33736 27957 21305 3225 17892 19222 31061 30233 880 11123 22138 1194 33597 1465 3378 25001 13516 3225 4370 7779 34226 21263 4891 13516 33667 681 272 3893 23914 15511 8910 8050 11692 35114 7839 5902 26401 18334 32160 8179 1673 22709 3225 26539 33667 681 28287 28356 16421 28287 33597 9189 33047 26401 7839 19716 8844 15196 19800 5802 33047 1465 31524 20502 23914 31452 19946 17761 6443 3225 7391 8638 26606 23753 8988 3603 33597 27150 33047 9797 11686 21263 26888 8699 1194 33597 19594 711 3225 32112 27375 30386 29992 10240 33597 12718 33047 11686 346 18933 31397 33047 33597 16281 33047 34632 21892 4015 19946 17761 6443 3225 12478 880 31250 21263 954 5384 21891 21263 18627 29992 16347 28852 20515 33463 21263 33667 14314 8098 17968 31525 33048 13004 33311 3225 18764 33597 19594 16973 33597 1465 3378 7839 19589 3225 17929 16281 33047 34632 32061 4451 880 33597 7559 16435 27172 17454 33047 33597 13004 3706 7839 27375 33311 15305 2579 14617 880 16958 18858 3225 18764 9031 6608 17275 26496 18240 33667 33597 2364 33047 24502 26935 8844 4402 23914 33597 19335 16910 33047 3142 13785 7839 3948 23819 7495 9588 33597 29312 3225"
1081,2,"17929 31131 19946 6117 33667 31657 7769 24800 26502 33597 3339 21525 7839 28030 19946 14384 7839 18330 33597 19594 16055 32140 7261 1194 713 7839 16958 34199 3225 18764 4891 24800 33667 33718 7258 1988 11809 28287 32329 26606 16883 29992 34591 10919 20004 17653 5384 32329 26713 9709 17906 83 9479 3225 28287 4891 19466 31377 13945 30184 272 9709 28287 332 8197 28287 33047 33744 33718 33597 24694 3225 17929 22927 9801 28413 34976 21263 32974 19466 21263 8728 9548 33344 3225 4891 19466 9960 4891 24800 27633 11065 33344 30269 3353 15663 3225 4891 26668 1988 33667 11809 28287 17929 31645 26685 31061 15522 5081 11123 6402 19946 33597 33132 33047 8026 29679 5384 11629 21223 23669 33597 19473 34226 3225 28287 35148 13945 11809 28287 17929 24244 26685 4451 3948 317 7839 26713 16347 14314 33273 7839 21651 15515 34675 30931 33597 33132 83 13534 28042 7839 27261 3225 28287 26220 14010 34709 22235 22308 17929 638 16055 11089 15756 31061 12417 7258 24694 23437 681 22485 35111 19466 33597 3339 20685 9709 8728 33597 9349 11506 17151 3225"
